DATA,SEMESTRE_1,SEMESTRE_2,SEGUNDA,TERCA,QUARTA,QUINTA,SEXTA,DISTANCIA_DIA_ANTERIOR,DISTANCIA_DIA_POSTERIOR,PERC_CONCLUSAO_SEM,PERC_CONCLUSAO_MES,PRESSAO_ATMOSFERICA,TEMPERATURA,UMIDADE,VENTO,VENDAS_ALMOCO,VENDAS_ALMOCO_1,VENDAS_ALMOCO_2,VENDAS_ALMOCO_3,VENDAS_ALMOCO_4,VENDAS_ALMOCO_5,ENTR_ALMOCO,ENTR_ALMOCO_1,ENTR_ALMOCO_2,ENTR_ALMOCO_3,ENTR_ALMOCO_4,ENTR_ALMOCO_5,ENTR_JANTAR,ENTR_JANTAR_1,ENTR_JANTAR_2,ENTR_JANTAR_3,ENTR_JANTAR_4,ENTR_JANTAR_5
2019-11-22,0,1,0,0,0,0,1,1,3,82.09,73.33,947.9,26.1,60,3.6,222,470,478,434,464,365,173,321,327,334,264,296,77,200,156,200,144,116
2019-11-25,0,1,1,0,0,0,0,3,1,84.33,83.33,950.8,18.8,65,3.2,487,222,470,478,434,464,264,173,321,327,334,264,186,77,200,156,200,144
2019-11-26,0,1,0,1,0,0,0,1,1,85.07,86.67,949.8,20.8,67,5.5,500,487,222,470,478,434,346,264,173,321,327,334,181,186,77,200,156,200
2019-11-27,0,1,0,0,1,0,0,1,1,85.82,90.0,945.8,26.6,59,4.3,335,500,487,222,470,478,213,346,264,173,321,327,147,181,186,77,200,156
2019-11-28,0,1,0,0,0,1,0,1,1,86.57,93.33,946.1,23.1,80,1.5,484,335,500,487,222,470,325,213,346,264,173,321,158,147,181,186,77,200
2019-11-29,0,1,0,0,0,0,1,1,3,87.31,96.67,949.0,20.2,74,1.2,224,484,335,500,487,222,176,325,213,346,264,173,62,158,147,181,186,77
2019-02-12,0,1,1,0,0,0,0,3,1,89.55,6.45,949.4,20.6,84,0.6,464,224,484,335,500,487,272,176,325,213,346,264,122,62,158,147,181,186
2019-03-12,0,1,0,1,0,0,0,1,1,90.3,9.68,949.3,20.3,74,2.6,414,464,224,484,335,500,292,272,176,325,213,346,163,122,62,158,147,181
2019-04-12,0,1,0,0,1,0,0,1,1,91.04,12.9,948.7,22.9,73,4.0,283,414,464,224,484,335,257,292,272,176,325,213,111,163,122,62,158,147
2019-05-12,0,1,0,0,0,1,0,1,1,91.79,16.13,944.8,27.2,61,2.6,291,283,414,464,224,484,170,257,292,272,176,325,132,111,163,122,62,158
2019-06-12,0,1,0,0,0,0,1,1,3,92.54,19.35,945.2,21.7,90,1.6,116,291,283,414,464,224,112,170,257,292,272,176,39,132,111,163,122,62
2019-09-12,0,1,1,0,0,0,0,3,1,94.78,29.03,948.9,22.5,68,1.7,157,116,291,283,414,464,122,112,170,257,292,272,69,39,132,111,163,122
2019-10-12,0,1,0,1,0,0,0,1,1,95.52,32.26,947.8,22.9,81,1.8,75,157,116,291,283,414,61,122,112,170,257,292,19,69,39,132,111,163
2019-11-12,0,1,0,0,1,0,0,1,1,96.27,35.48,946.6,22.9,82,1.6,45,75,157,116,291,283,49,61,122,112,170,257,9,19,69,39,132,111
2019-12-12,0,1,0,0,0,1,0,1,1,97.01,38.71,945.2,22.2,75,1.0,43,45,75,157,116,291,54,49,61,122,112,170,8,9,19,69,39,132
2019-12-13,0,1,0,0,0,0,1,1,3,97.76,41.94,948.2,24.1,74,2.0,7,43,45,75,157,116,14,54,49,61,122,112,0,8,9,19,69,39
2019-12-16,0,1,1,0,0,0,0,3,61,100.0,51.61,947.8,28.3,46,5.6,5,7,43,45,75,157,8,14,54,49,61,122,0,0,8,9,19,69
